Subject,Start Date,All Day Event,Start Time,End Time,Location,Description
M. Night Shyamalan Bringing Tales from the Crypt to TNT,1/7/2016,FALSE,9:53 AM,,,Variety
Billy on the Street Earns Season 5 Renewal,1/7/2016,FALSE,9:53 AM,,,Variety
Kevin Spacey Is Relativity Studios’ New Chairman,1/7/2016,FALSE,7:38 AM,,,Entertainment Weekly
Emma Stone Might Be Disney’s Cruella,1/6/2016,FALSE,6:12 PM,,,Variety
Ben Mendelsohn in Talks for Ready Player One,1/6/2016,FALSE,6:12 PM,,,Variety
Adam Sandler’s Ridiculous Six Is Doing Ridiculously Well for Netflix,1/6/2016,FALSE,6:11 PM,,,Variety
Fast and Furious 8 Could Film in Cuba,1/6/2016,FALSE,1:39 PM,,,Variety
A&E Sets Premiere Dates for Bates Motel and Damien,1/6/2016,FALSE,1:39 PM,,,Variety
Guardians of the Galaxy 2 Will Film Using New 8K Camera System,1/6/2016,FALSE,10:58 AM,,,ScreenRant
Mark Millar’s Superior Movie Has Its Writers,1/6/2016,FALSE,10:57 AM,,,Variety
American Crime Story‘s Second Season Will Focus on Hurricane Katrina,1/6/2016,FALSE,10:56 AM,,,Collider.com
Inside Amy Schumer and Broad City Renewed,1/6/2016,FALSE,10:55 AM,,,Variety
Boyz II Men Join Grease: Live,1/6/2016,FALSE,10:54 AM,,,Variety
Girls Will End After Season 6,1/5/2016,FALSE,5:36 PM,,,Variety
The Creed Sequel Could Bring Back a Surprising Character,1/5/2016,FALSE,1:03 PM,,,Variety
Ronda Rousey to Host Saturday Night Live in January,1/5/2016,FALSE,1:02 PM,,,Deadline Hollywood Daily
Sylvester Stallone Says He’s Finished Playing Rambo,1/5/2016,FALSE,1:01 PM,,,Variety
"Netflix Animation Expands to Include Voltron, Guillermo del Toro’s Trollhunters",1/5/2016,FALSE,1:00 PM,,,Variety
Dwayne Johnson Producing Boost Unit for Fox,1/5/2016,FALSE,12:59 PM,,,Variety
Michael Bay Will Return for Transformers 5,1/4/2016,FALSE,4:28 PM,,,Variety
Rocky Horror Picture Show TV Remake Starts Building Cast,1/4/2016,FALSE,4:27 PM,,,Deadline Hollywood Daily
Louis C.K. and Albert Brooks Teaming for FX Animated Comedy,1/4/2016,FALSE,4:26 PM,,,Deadline Hollywood Daily
Yahoo Screen Is No More,1/4/2016,FALSE,4:26 PM,,,Variety
Baywatch Adds Kelly Rohrbach,1/4/2016,FALSE,4:25 PM,,,Variety
The Ellen DeGeneres Show Will Be Around for a Long Time,1/4/2016,FALSE,4:24 PM,,,Variety
Vilmos Zsigmond: 1930-2016,1/4/2016,FALSE,4:45 AM,,,Los Angeles Times
Gravity Falls Finale Scheduled for February,12/31/2015,FALSE,10:15 AM,,,Variety
Are the Rights to the Halloween Franchise Up for Grabs?,12/28/2015,FALSE,6:24 PM,,,TheWrap
Christopher Nolan’s Next Project Is a WWII Thriller Titled Dunkirk,12/28/2015,FALSE,12:38 PM,,,Variety
Haskell Wexler: 1922-2015,12/28/2015,FALSE,5:29 AM,,,NPR
James Cameron Plans Christmas 2017 Release for Avatar 2,12/22/2015,FALSE,3:40 PM,,,We Got This Covered
David Fincher and Charlize Theron Team for Netflix’s Mindhunter,12/22/2015,FALSE,3:39 PM,,,Deadline Hollywood Daily
Pretty Little Liars Creator Plans Season 7 Series Finale,12/22/2015,FALSE,3:38 PM,,,Variety
Johnny Depp Named 2015’s Most Overpaid Actor,12/22/2015,FALSE,3:37 PM,,,Variety
Guy Ritchie’s King Arthur Project Delayed Until 2017,12/21/2015,FALSE,4:58 PM,,,Variety
Bad Santa 2 Has a Release Date,12/21/2015,FALSE,4:57 PM,,,Variety
Clint Eastwood and Tom Hanks’ Sully to Land in September,12/19/2015,FALSE,6:13 AM,,,Variety
"Amazon Picks Up Tig Notaro’s One Mississippi and Four Others; Renews The Man in the High Castle, Red Oaks, and More",12/18/2015,FALSE,6:05 PM,,,Deadline Hollywood Daily
Sean Penn Will Play Andrew Jackson in HBO’s American Lion,12/18/2015,FALSE,5:03 AM,,,Deadline Hollywood Daily
Katherine Waterston Joins Alien: Covenant,12/17/2015,FALSE,4:35 PM,,,Variety
The Next Riddick Will Be an R-Rated Origin Story,12/17/2015,FALSE,1:57 PM,,,ScreenRant
Jeremy Renner to Star in Rocky Marciano Biopic,12/17/2015,FALSE,1:56 PM,,,Variety
David Koepp to Write Bride of Frankenstein,12/17/2015,FALSE,1:56 PM,,,Variety
Power Rangers and Final Divergent Film Get Pushed Back,12/17/2015,FALSE,1:55 PM,,,Variety
Rebecca Thomas in Talks to Direct The Little Mermaid,12/16/2015,FALSE,12:53 PM,,,Variety
Terminator 2 Will Be Back in 3D,12/16/2015,FALSE,4:08 AM,,,Variety
Scarlett Johansson Might Move That Body,12/16/2015,FALSE,4:08 AM,,,Variety
Samuel L. Jackson Returning for xXx 3,12/16/2015,FALSE,4:07 AM,,,ScreenRant
Kurt Russell Rumored for Guardians of the Galaxy 2,12/15/2015,FALSE,2:08 PM,,,Variety
Justin Lin Talks Star Trek Beyond,12/15/2015,FALSE,2:07 PM,,,Collider.com
"Goldie Hawn, Bette Midler, and Diane Keaton to Star in Netflix Movie Divination",12/15/2015,FALSE,2:07 PM,,,Deadline Hollywood Daily
G.I. Joe‘s Cinematic Universe Will Expand to Include Other Hasbro Properties,12/15/2015,FALSE,2:06 PM,,,ScreenRant
Gugu Mbatha-Raw and Mackenzie Davis to Star in Black Mirror Episode,12/15/2015,FALSE,2:05 PM,,,TheWrap
Kiefer Sutherland Is ABC’s Designated Survivor,12/15/2015,FALSE,2:04 PM,,,Deadline Hollywood Daily
Ron Howard Offers ‘Hopeful’ Update on Arrested Development,12/12/2015,FALSE,2:19 PM,,,Deadline Hollywood Daily
Mystery Science Theater 3000 Surpasses Kickstarter Goal,12/12/2015,FALSE,2:18 PM,,,ScreenRant
Hateful Eight Wide Release Bumped Up,12/11/2015,FALSE,11:43 AM,,,Variety
Cate Blanchett in Talks for Thor: Ragnarok,12/10/2015,FALSE,4:04 PM,,,Variety
Grace and Frankie Renewed for Season 3,12/10/2015,FALSE,10:42 AM,,,Variety
Nathan for You Earns Fourth-Season Renewal,12/10/2015,FALSE,8:23 AM,,,Variety
Christopher McQuarrie Talks Mission: Impossible 6,12/10/2015,FALSE,7:41 AM,,,Slashfilm
Get Ready for Some Crossover Horror Between The Ring and The Grudge,12/10/2015,FALSE,7:40 AM,,,Bloody Disgusting
Idris Elba Rumored for The Dark Tower,12/9/2015,FALSE,6:21 PM,,,Deadline Hollywood Daily
"Showtime Renews Homeland, The Affair",12/9/2015,FALSE,6:20 PM,,,Variety
Wayward Pines Will Be Back,12/9/2015,FALSE,6:20 PM,,,Variety
"Mark Wahlberg Promises ‘Grounded,’ ‘Edgy’ Six Billion Dollar Man",12/9/2015,FALSE,6:18 PM,,,We Got This Covered
Kathleen Kennedy Offers Update on Indiana Jones 5,12/9/2015,FALSE,12:40 PM,,,Collider.com
Ant-Man and the Wasp Acquires a Screenwriting Trio,12/9/2015,FALSE,12:39 PM,,,Deadline Hollywood Daily
Benedict Cumberbatch Is The War Magician,12/9/2015,FALSE,12:39 PM,,,Deadline Hollywood Daily
The CW Plans 20th Anniversary MADtv Reunion Special,12/9/2015,FALSE,12:38 PM,,,Deadline Hollywood Daily
Disney Sets Premiere Date for The Lion Guard,12/9/2015,FALSE,12:37 PM,,,Variety
The Blacklist Earns Season 4 Pickup,12/8/2015,FALSE,4:41 AM,,,Variety
Marvel’s Iron Fist Has a Showrunner,12/7/2015,FALSE,1:18 PM,,,Deadline Hollywood Daily
Ryan Coogler in Talks to Direct Black Panther,12/4/2015,FALSE,3:42 PM,,,Variety
Barbra Streisand to Direct Catherine the Great,12/3/2015,FALSE,3:34 PM,,,Variety
Prisoners Writer in Talks to Pen New Friday the 13th,12/3/2015,FALSE,12:56 PM,,,Variety
Peyton Reed Talks Ant-Man and the Wasp,12/3/2015,FALSE,9:29 AM,,,ScreenRant
Thor: Ragnarok Has a New Screenwriter,12/2/2015,FALSE,5:18 PM,,,Variety
Lexi Alexander to Direct Supergirl Episode,12/2/2015,FALSE,1:09 PM,,,ScreenRant
Samurai Jack Is Coming Back,12/2/2015,FALSE,1:08 PM,,,CinemaBlend.com
You’re the Worst Renewed for Season 3,12/2/2015,FALSE,1:07 PM,,,Variety
Rachel McAdams Talks Doctor Strange,12/2/2015,FALSE,5:01 AM,,,ScreenRant
Helen Mirren in Talks for Will Smith’s Collateral Beauty,12/1/2015,FALSE,5:11 PM,,,Variety
Reese Witherspoon Set to Star in Barbie Creator Biopic,12/1/2015,FALSE,1:11 PM,,,Deadline Hollywood Daily
"50 Cent to Star in, Produce Sitcom My Friend 50",12/1/2015,FALSE,12:43 PM,,,Deadline Hollywood Daily
There’s a Rambo: New Blood Series in the Works,12/1/2015,FALSE,9:19 AM,,,Variety
Christopher McQuarrie Confirmed for Mission: Impossible 6,11/30/2015,FALSE,4:18 PM,,,Deadline Hollywood Daily
"Simon Kinberg Talks Wolverine 3, New Mutants and More",11/30/2015,FALSE,4:17 PM,,,Collider.com
Is Peter Jackson Directing Doctor Who?,11/30/2015,FALSE,4:16 PM,,,Variety
Patton Oswalt Joins Mystery Science Theater 3000 Revival,11/30/2015,FALSE,4:15 PM,,,ScreenRant
CBS Makes Full-Season Commitment to Supergirl,11/30/2015,FALSE,4:14 PM,,,New York Magazine/Vulture
Chris Columbus Sets a Date for 12/24,11/30/2015,FALSE,4:12 PM,,,Variety
Star Wars Rebels Earns Season 3 Pickup,11/30/2015,FALSE,4:11 PM,,,Deadline Hollywood Daily
Ron Howard to Direct The Girl Before,11/27/2015,FALSE,6:27 PM,,,Variety
Jennifer Lawrence to Direct Project Delirium,11/25/2015,FALSE,12:39 PM,,,Variety
Fantastic Four 2 Disappears from Fox’s Schedule,11/24/2015,FALSE,7:40 AM,,,Collider.com
Fargo Earns Season 3 Renewal,11/23/2015,FALSE,6:31 PM,,,Variety
Nickelodeon Planning Hey Arnold TV Movie,11/23/2015,FALSE,6:31 PM,,,Variety
"Paramount Makes Plans for Micronauts, More Transformers and G.I. Joe",11/21/2015,FALSE,7:34 AM,,,Variety
Kenneth Branagh to Direct and Star in Murder on the Orient Express Remake,11/21/2015,FALSE,7:33 AM,,,Variety
Christopher McQuarrie Reportedly Set for Mission: Impossible 6,11/19/2015,FALSE,7:44 PM,,,Variety
Kathy Bates Joins Bad Santa 2,11/19/2015,FALSE,1:59 PM,,,Variety
Sam Riley Joins Ghost in the Shell,11/19/2015,FALSE,10:23 AM,,,Variety
The Freddie Mercury Biopic Has a New Writer,11/19/2015,FALSE,10:23 AM,,,Deadline Hollywood Daily
Casey Affleck to Direct Joaquin Phoenix in Far Bright Star,11/18/2015,FALSE,1:36 PM,,,Variety
FX Cancels The Bastard Executioner,11/18/2015,FALSE,1:35 PM,,,Variety
Baywatch Adds Alexandra Daddario,11/18/2015,FALSE,1:34 PM,,,Variety
The Soup Is Finished,11/18/2015,FALSE,1:33 PM,,,Variety
My Little Pony Movie Scheduled for 2017,11/18/2015,FALSE,1:33 PM,,,Variety
Bryan Singer Reportedly Filming New X-Men Movie for 2018 Release,11/17/2015,FALSE,1:50 PM,,,ScreenRant
Simon Kinberg Talks Gambit,11/17/2015,FALSE,1:48 PM,,,Collider.com
The Tomb Raider Reboot Has a New Director,11/17/2015,FALSE,1:47 PM,,,Variety
Alex Kurtzman and Chris Morgan Talk Universal Monster Movie Universe,11/17/2015,FALSE,1:46 PM,,,Variety
Matthew McConaughey Wanted for The Dark Tower,11/16/2015,FALSE,4:34 PM,,,Variety
Here Come the Fast and Furious Spinoffs,11/16/2015,FALSE,2:30 PM,,,Variety
Ryan Gosling Confirmed for Blade Runner Sequel,11/16/2015,FALSE,1:40 PM,,,Collider.com
Memento Is Getting a Remake,11/16/2015,FALSE,1:38 PM,,,Variety
Better Call Saul Sets Season Two Premiere Date,11/16/2015,FALSE,1:37 PM,,,ScreenRant
Jason Momoa Heads for the Netflix Frontier,11/16/2015,FALSE,1:36 PM,,,Variety
Snow White and the Huntsman Sequel Now Titled The Huntsman Winter’s War,11/16/2015,FALSE,1:33 PM,,,Variety
Tracy Morgan in Talks for Redd Foxx Biopic,11/12/2015,FALSE,4:51 PM,,,TheWrap
Lauren Graham and Rob Riggle Enroll in Middle School,11/12/2015,FALSE,4:50 PM,,,Variety
James Foley to Shoot Fifty Shades of Grey Sequels Back-to-Back,11/12/2015,FALSE,2:08 PM,,,Variety
The Van Helsing Remake Has New Writers,11/11/2015,FALSE,7:22 PM,,,Variety
Screenwriter Makes Die Hard Prequel Pitch Via Full-Page Trades Ad,11/11/2015,FALSE,2:04 PM,,,CinemaBlend.com
Snowpiercer Is Being Adapted for TV,11/11/2015,FALSE,2:03 PM,,,Vulture
Netflix Backs Bong Joon-ho’s Okja,11/10/2015,FALSE,2:18 PM,,,Variety
Jeffrey Dean Morgan Joins The Walking Dead,11/10/2015,FALSE,2:17 PM,,,ScreenRant
American Horror Story Earns Season-Six Pickup,11/10/2015,FALSE,2:15 PM,,,Variety
Mystery Science Theater 3000 Could Be Kickstartered Back to Life,11/10/2015,FALSE,2:15 PM,,,Variety
David Frankel to Direct Will Smith’s Collateral Beauty,11/10/2015,FALSE,2:14 PM,,,Variety
Twilight Author Stephenie Meyer Developing Hulu Show,11/10/2015,FALSE,2:13 PM,,,Variety
NBC Renews Chicago Fire and Chicago P.D.,11/10/2015,FALSE,4:41 AM,,,Variety
Gina Carano Talks Deadpool,11/9/2015,FALSE,4:52 PM,,,ScreenRant
Brian De Palma Goes Lights Out,11/9/2015,FALSE,4:52 PM,,,Variety
Blindspot Earns Second-Season Renewal,11/9/2015,FALSE,4:51 PM,,,Deadline Hollywood Daily
Mariah Carey Joins Lego Batman in Unexpected Role,11/9/2015,FALSE,4:50 PM,,,Deadline Hollywood Daily
Baywatch Eyes Potential Leading Ladies,11/9/2015,FALSE,4:50 PM,,,Collider.com
Jada Pinkett Smith Moves to Murder Town,11/9/2015,FALSE,4:49 PM,,,Deadline Hollywood Daily
Chloe Moretz to Star in The Little Mermaid,11/8/2015,FALSE,11:35 AM,,,Variety
Jason Bateman Joins Liam Neeson in Felt,11/8/2015,FALSE,11:34 AM,,,Variety
Johnny Depp Is Sherlock Gnomes,11/8/2015,FALSE,11:33 AM,,,Variety
Lena Headey Is Woman in the Woods,11/4/2015,FALSE,6:53 PM,,,Variety
Steven Knight in Talks for The Girl with the Dragon Tattoo Sequel,11/4/2015,FALSE,4:22 PM,,,Variety
Luke Evans Joins The Girl on the Train,11/4/2015,FALSE,4:21 PM,,,Variety
Bourne Sequel Adds Riz Ahmed,11/4/2015,FALSE,4:20 PM,,,Variety
Melissa Mathison: 1950-2015,11/4/2015,FALSE,4:20 PM,,,Variety
Corin Hardy Steps in to Direct The Crow,11/4/2015,FALSE,7:58 AM,,,TheWrap
Paul Rudd and Alexander Skarsgård Join Duncan Jones’ Mute,11/4/2015,FALSE,5:34 AM,,,ScreenRant
Anne Hathaway and Keanu Reeves Lead Star-Studded The Modern Ocean,11/4/2015,FALSE,5:33 AM,,,Collider.com
Mark Waters to Direct Bad Santa 2,11/4/2015,FALSE,5:32 AM,,,Deadline Hollywood Daily
Liam Neeson in Talks for Watergate Drama Felt,11/4/2015,FALSE,5:31 AM,,,Deadline Hollywood Daily
Kevin Spacey Joins Baby Driver and Billionaire Boys Club,11/4/2015,FALSE,5:30 AM,,,Deadline Hollywood Daily
Jon Stewart Signs Four-Year Deal with HBO,11/3/2015,FALSE,3:50 PM,,,Deadline Hollywood Daily
Showtime’s Twin Peaks to Premiere in 2017,11/3/2015,FALSE,3:49 PM,,,Variety
Ralph Fiennes Joins Lego Batman,11/3/2015,FALSE,3:49 PM,,,Variety
Bryan Fuller Talks American Gods,11/3/2015,FALSE,3:48 PM,,,Collider.com
Key and Peele Join with Henry Selick for Wendell and Wild,11/3/2015,FALSE,3:47 PM,,,Variety
BBC Developing His Dark Materials ‘Event Series’,11/3/2015,FALSE,3:46 PM,,,ScreenRant
Samuel L. Jackson and Mel Brooks Join Blazing Samurai Voice Cast,11/3/2015,FALSE,3:44 PM,,,Variety
Mark Wahlberg’s Six Billion Dollar Man Set for 2017,11/2/2015,FALSE,2:02 PM,,,Variety
Fox Wants a New Greatest American Hero,11/2/2015,FALSE,2:02 PM,,,Deadline Hollywood Daily
Forest Whitaker and Vince Vaughn Are The Archbishop and the Antichrist,11/2/2015,FALSE,2:01 PM,,,Variety
Alia Shawkat Leads a Search Party for TBS,11/2/2015,FALSE,2:00 PM,,,Variety
Star Trek Series in Development for CBS All Access,11/2/2015,FALSE,9:19 AM,,,Variety
Hulu to Debut 11.22.63 in February,10/30/2015,FALSE,2:32 PM,,,Variety
Neill Blomkamp’s Alien Project Is on Hold,10/30/2015,FALSE,3:16 AM,,,ScreenRant
Billy Bob Thornton Confirmed for Bad Santa 2,10/29/2015,FALSE,6:46 PM,,,Variety
Sandra Bullock Reportedly Set for “All-Female Ocean’s Eleven Reboot”,10/29/2015,FALSE,5:45 PM,,,Collider.com
The Muppets Gets Additional 3-Episode Order,10/29/2015,FALSE,5:44 PM,,,Deadline Hollywood Daily
Spike Lee’s Chi-Raq to Debut in December,10/29/2015,FALSE,5:44 PM,,,Deadline Hollywood Daily
"HBO Sets February Debut for Vinyl, More Girls",10/29/2015,FALSE,5:43 PM,,,Deadline Hollywood Daily
"Nicole Kidman, Silent Wife",10/29/2015,FALSE,5:42 PM,,,Variety
Chris Pine Talks Wonder Woman,10/28/2015,FALSE,2:19 PM,,,Collider.com
Rihanna Joins Luc Besson’s Valerian and the City of a Thousand Planets,10/28/2015,FALSE,2:19 PM,,,Variety
Jennifer Lopez Police Drama Shades of Blue Set for January Debut,10/28/2015,FALSE,2:18 PM,,,Variety
Kristen Stewart and Chloe Sevigny to Star in Lizzie Borden-Inspired Drama,10/28/2015,FALSE,2:17 PM,,,Variety
Nathan Darrow Joins Gotham as Dr. Freeze,10/28/2015,FALSE,2:16 PM,,,Deadline Hollywood Daily
Life in Pieces Earns Full-Season Order at CBS,10/28/2015,FALSE,2:14 PM,,,Deadline Hollywood Daily
Nicholas Hoult and Rooney Mara Will Make The Discovery,10/27/2015,FALSE,5:58 PM,,,Variety
"HBO Changes Its Mind, Cancels The Brink",10/27/2015,FALSE,5:57 PM,,,Variety
Paul King to Write and Direct Paddington 2,10/27/2015,FALSE,1:17 PM,,,ScreenRant
The Grinder Earns Full-Season Pickup,10/27/2015,FALSE,1:17 PM,,,Variety
M. Night Shyamalan’s Split Set for January 20,10/27/2015,FALSE,12:30 PM,,,Variety
Elizabeth Banks to Direct Pitch Perfect 3,10/27/2015,FALSE,11:10 AM,,,Variety
Common Joins John Wick 2,10/26/2015,FALSE,4:22 PM,,,Collider.com
Indiana Jones 5 Will Not Feature a Recast Indy,10/26/2015,FALSE,2:40 PM,,,Collider.com
Ricky Gervais Confirmed for Golden Globes Return,10/26/2015,FALSE,2:39 PM,,,Deadline Hollywood Daily
FX Cancels Married,10/26/2015,FALSE,2:38 PM,,,Variety
George Clooney in Talks to Direct Coen Brothers’ Suburbicon,10/24/2015,FALSE,7:39 AM,,,Collider.com
"Johnny Depp and Edgar Wright Could Team for Fortunately, the Milk",10/24/2015,FALSE,7:38 AM,,,Variety
Ghost in the Shell Is Getting a Script Overhaul,10/24/2015,FALSE,7:37 AM,,,ScreenRant
The Jumanji Remake Has a New Writer,10/24/2015,FALSE,7:36 AM,,,Deadline Hollywood Daily
Amazing Stories Revival in the Works,10/24/2015,FALSE,7:35 AM,,,Deadline Hollywood Daily
Limitless Earns Full-Season Commitment from CBS,10/24/2015,FALSE,7:34 AM,,,Deadline Hollywood Daily
Blood & Oil Cut to 10 Episodes,10/24/2015,FALSE,7:33 AM,,,Deadline Hollywood Daily
E! Renews I Am Cait for Season 2,10/22/2015,FALSE,10:16 AM,,,Variety
Simon Cowell Joins America’s Got Talent,10/22/2015,FALSE,6:49 AM,,,Variety
Peyton Reed in Talks for Ant-Man and the Wasp,10/21/2015,FALSE,6:03 PM,,,Variety
Switched at Birth Renewed for Season 5,10/21/2015,FALSE,6:02 PM,,,Variety
Vincent D’Onofrio Is Emerald City‘s Wizard,10/21/2015,FALSE,3:04 PM,,,Variety
Nike’s Back to the Future Shoes Are Finally Real,10/21/2015,FALSE,12:39 PM,,,ABCNEWS.COM
Ben Hur Remake Pushed Back,10/21/2015,FALSE,12:38 PM,,,Variety
Mythbusters Is Ending,10/21/2015,FALSE,12:37 PM,,,Variety
The Monster High Movie Has a Director,10/21/2015,FALSE,12:37 PM,,,Variety
Chris Rock Confirmed to Host the Oscars,10/21/2015,FALSE,8:28 AM,,,Variety
NBC Planning Cruel Intentions TV Series,10/21/2015,FALSE,8:27 AM,,,Variety
Paramount Pushes Back Friday the 13th and Rings,10/20/2015,FALSE,6:32 PM,,,Variety
Jon Hamm Joins Baby Driver,10/20/2015,FALSE,6:32 PM,,,Variety
Star Wars: The Force Awakens Ticket Pre-Sales Shatter Records,10/20/2015,FALSE,12:54 PM,,,
Alec Baldwin and Demi Moore Get Blind,10/20/2015,FALSE,12:53 PM,,,deadline
Joe Dante Enters Labirintus,10/20/2015,FALSE,4:58 AM,,,
Netflix Planning Gilmore Girls Revival,10/19/2015,FALSE,3:39 PM,,,Variety
Annabelle Is Getting a Sequel,10/17/2015,FALSE,2:05 PM,,,Variety
ABC Cancels Rookie Blue,10/16/2015,FALSE,1:24 PM,,,Variety
Lego Batman Adds Rosario Dawson as Batgirl,10/16/2015,FALSE,9:51 AM,,,Variety
Amazon’s Fall Kids’ Show Pilots Include If You Give a Mouse a Cookie,10/16/2015,FALSE,8:45 AM,,,Variety
Mark Ruffalo Confirmed for Thor: Ragnarok,10/15/2015,FALSE,6:38 PM,,,Variety
FX Marches on Donald Glover’s Atlanta,10/15/2015,FALSE,6:37 PM,,,Variety
Tom Hiddleston Talks Kong: Skull Island,10/15/2015,FALSE,9:50 AM,,,Variety
Disney Channel Plans Descendants Sequel,10/15/2015,FALSE,9:49 AM,,,Variety
Die Hard 6 Is in the Works,10/14/2015,FALSE,5:36 PM,,,Deadline Hollywood Daily
X-Men Shows in Development Through Marvel and Fox,10/14/2015,FALSE,5:35 PM,,,ScreenRant
James Cameron Producing Alita: Battle Angel Movie; Robert Rodriguez to Direct,10/14/2015,FALSE,1:53 PM,,,Variety
FX Considers Y: The Last Man Series,10/14/2015,FALSE,12:37 PM,,,Collider.com
Rebecca Ferguson Wants to Make The Snowman with Michael Fassbender,10/14/2015,FALSE,12:36 PM,,,Variety
Rabbids Movie in the Works at Sony,10/14/2015,FALSE,12:35 PM,,,Variety
A Very Murray Christmas Scheduled for December 4,10/14/2015,FALSE,7:46 AM,,,Variety
Harry Connick Jr. Gets His Own Daytime Talk Show,10/13/2015,FALSE,1:56 PM,,,Variety
Jennifer Lawrence Leaves The Rosie Project,10/13/2015,FALSE,1:27 PM,,,TheWrap
Denzel Washington to Direct Grey’s Anatomy,10/13/2015,FALSE,12:42 PM,,,Variety
Bridget Jones’s Baby Is Due in September 2016,10/13/2015,FALSE,12:41 PM,,,Variety
Quantico Earns Full-Season Pickup,10/13/2015,FALSE,12:41 PM,,,Variety
Z-Men Comic Adaptation in the Works,10/13/2015,FALSE,12:40 PM,,,Variety
The CW’s Beauty and the Beast Has an End Date,10/13/2015,FALSE,12:39 PM,,,Variety
WarGames Is Being Reimagined as an ‘Audience-Driven Interactive Story’,10/13/2015,FALSE,9:37 AM,,,Variety
Nick Cassavetes to Write and Direct Road House Remake,10/12/2015,FALSE,1:57 PM,,,Variety
Steve Zahn Joins War for the Planet of the Apes,10/12/2015,FALSE,1:56 PM,,,Variety
The Escape from New York Remake Has a New Writer,10/12/2015,FALSE,1:54 PM,,,ComingSoon.net
Fantasy Island Joins the List of TV Shows Being Rebooted,10/12/2015,FALSE,11:15 AM,,,Deadline Hollywood Daily
D.J. Caruso to Direct xXx 3,10/11/2015,FALSE,5:30 PM,,,Collider.com
"CBS Cancels Extant, Develops New Halle Berry Legal Drama",10/9/2015,FALSE,12:04 PM,,,Variety
Kevin James Has a New Sitcom in the Works,10/9/2015,FALSE,10:22 AM,,,Variety
Justice League Dark Reportedly Back in Development,10/8/2015,FALSE,4:21 PM,,,The Tracking Board
F. Gary Gray Confirmed for Furious 8,10/8/2015,FALSE,11:51 AM,,,Variety
Netflix Raises Price of Streaming Plan,10/8/2015,FALSE,11:50 AM,,,Variety
AMC Renews Halt and Catch Fire,10/8/2015,FALSE,11:50 AM,,,Variety
Tyrant Will Be Back for Season 3,10/8/2015,FALSE,11:49 AM,,,Variety
Ant-Man and the Wasp Set for 2018,10/8/2015,FALSE,9:43 AM,,,Variety
"Disney Sets Dates for Incredibles 2, Toy Story 4, Cars 3 and More",10/8/2015,FALSE,9:42 AM,,,Variety
Ralph Bakshi Plans Vimeo Release for Last Days of Coney Island,10/8/2015,FALSE,8:21 AM,,,Variety
Star Wars: Episode VIII Reportedly Adds Gugu Mbatha-Raw,10/8/2015,FALSE,4:26 AM,,,Collider.com
Papillon Is Being Remade,10/7/2015,FALSE,2:17 PM,,,Variety
Bob’s Burgers Earns Two-Season Renewal,10/7/2015,FALSE,2:17 PM,,,Variety
Naomi Scott Joins Power Rangers,10/7/2015,FALSE,2:16 PM,,,Variety
Disney Casts Auli’i Cravalho as the Voice of Moana,10/7/2015,FALSE,9:54 AM,,,Wall Street Journal
The Voice Brings Back Christina Aguilera for Season 10,10/7/2015,FALSE,9:53 AM,,,Variety
New Dennis the Menace Movie in the Works,10/7/2015,FALSE,9:51 AM,,,The Tracking Board
"Bad Boys 3 Might Be Close at Hand, According to Will Smith",10/7/2015,FALSE,4:52 AM,,,ScreenRant
Ellen Page in Talks for Flatliners Remake,10/7/2015,FALSE,4:51 AM,,,Variety
Haywire Is Turning Into a TV Series,10/7/2015,FALSE,4:50 AM,,,TheWrap
Danger Mouse Movie in Development,10/7/2015,FALSE,4:49 AM,,,The Tracking Board
Joe Robert Cole in Talks to Write Black Panther,10/6/2015,FALSE,2:47 PM,,,Variety
F. Gary Gray Rumored to Direct Fast & Furious 8,10/6/2015,FALSE,9:47 AM,,,Variety
Keanu Reeves Talks John Wick Sequel,10/6/2015,FALSE,9:46 AM,,,Collider.com
Justice League Returning to Cartoon Network,10/6/2015,FALSE,9:45 AM,,,ScreenRant
CBS Developing Nancy Drew Series,10/6/2015,FALSE,9:45 AM,,,Deadline Hollywood Daily
J.C. Chandor Heads for Triple Frontier,10/6/2015,FALSE,9:44 AM,,,Deadline Hollywood Daily
Chantal Akerman: 1950-2015,10/6/2015,FALSE,9:43 AM,,,Variety
Seth Grahame-Smith in Talks to Direct The Flash,10/5/2015,FALSE,10:40 AM,,,Variety
CBS Developing MacGyver Reboot,10/4/2015,FALSE,5:46 AM,,,Variety
Taika Waititi in Talks to Direct Thor: Ragnarok,10/2/2015,FALSE,2:10 PM,,,Variety
Lethal Weapon TV Series in the Works,10/2/2015,FALSE,1:19 PM,,,Variety
ABC Developing Marvel Comedy Series,10/2/2015,FALSE,1:06 PM,,,Variety
Assassin’s Creed Adds Jeremy Irons and Brendan Gleeson,10/2/2015,FALSE,1:05 PM,,,Variety
James McAvoy Joins M. Night Shyamalan’s Next Movie,10/2/2015,FALSE,1:03 PM,,,Variety
Could We Get a Cabin in the Woods Sequel?,10/2/2015,FALSE,1:03 PM,,,Den of Geek
Animated Ghostbusters Movie Reportedly in the Works,10/2/2015,FALSE,3:36 AM,,,Variety
BBC Developing YA Doctor Who Spinoff,10/1/2015,FALSE,3:32 PM,,,Variety
Terminator: Genisys Sequels Reportedly on Hold,10/1/2015,FALSE,12:57 PM,,,We Got This Covered
Watchmen Series Rumored at HBO,10/1/2015,FALSE,12:56 PM,,,Collider.com
